Timestamp,Q_w,Q_x,Q_y,Q_z
2025-03-27 16:51:53.423,0.52,1.71,-0.62,1.85
2025-03-27 16:51:53.428,0.52,-1.27,-0.62,-0.52
2025-03-27 16:51:53.432,0.7,-0.44,1.67,-0.71
2025-03-27 16:51:53.437,1.05,-1.95,0.85,1.11
2025-03-27 16:51:53.442,1.05,-0.05,1.03,-1.71
2025-03-27 16:51:53.446,0.87,-0.44,0.76,-1.34
2025-03-27 16:51:53.451,0.7,0.73,-1.89,0.97
2025-03-27 16:51:53.455,0.7,1.1,1.13,0.96
2025-03-27 16:51:53.460,0.7,-1.39,-1.45,-1.41
2025-03-27 16:51:53.464,1.05,1.43,0.07,-1.62
2025-03-27 16:51:53.468,0.7,1.62,-0.84,-1.43
2025-03-27 16:51:53.472,0.7,-0.36,0.52,1.97
2025-03-27 16:51:53.497,1.05,-0.02,-1.49,0.15
2025-03-27 16:51:53.502,0.7,1.46,1.76,1.26
2025-03-27 16:51:53.506,1.22,0.17,-1.07,-1.35
2025-03-27 16:51:53.512,1.4,0.94,0.76,1.78
2025-03-27 16:51:53.524,1.05,-0.78,1.78,-1.38
2025-03-27 16:51:53.541,1.05,-0.08,1.79,0.37
2025-03-27 16:51:53.545,1.4,-1.6,-1.29,1.91
2025-03-27 16:51:53.557,1.22,1.03,-1.02,-0.15
2025-03-27 16:51:53.562,0.87,-1.37,-1.23,-0.84
2025-03-27 16:51:53.574,1.22,-1.67,-0.5,-0.78
2025-03-27 16:51:53.591,0.87,-1.15,-1.34,1.3
2025-03-27 16:51:53.595,0.7,1.53,-0.58,1.43
2025-03-27 16:51:53.607,1.22,1.29,-1.98,1.05
2025-03-27 16:51:53.612,1.05,0.3,-1.38,-0.78
2025-03-27 16:51:53.624,0.7,0.31,1.76,1.32
2025-03-27 16:51:53.641,1.4,-1.98,-1.8,1.13
2025-03-27 16:51:53.645,0.87,1.56,-1.73,-0.06
2025-03-27 16:51:53.657,0.87,-1.38,-0.62,0.62
2025-03-27 16:51:53.662,1.22,1.68,0.68,1.85
2025-03-27 16:51:53.674,0.87,1.48,-1.78,0.04
2025-03-27 16:51:53.691,0.7,-0.72,0.65,-1.93
2025-03-27 16:51:53.695,1.05,-0.03,-0.18,-1.83
2025-03-27 16:51:53.707,1.22,0.95,0.69,-0.87
2025-03-27 16:51:53.711,0.87,-1.67,-1.04,0.34
2025-03-27 16:51:53.724,1.05,1.22,-1.17,1.39
2025-03-27 16:51:53.741,0.87,-0.0,-1.03,1.84
2025-03-27 16:51:53.745,0.7,1.71,-1.58,1.67
2025-03-27 16:51:53.757,1.4,0.68,0.15,0.66
2025-03-27 16:51:53.762,1.22,0.67,-1.35,-0.82
2025-03-27 16:51:53.774,1.22,0.82,-0.83,-0.6
2025-03-27 16:51:53.791,1.05,0.2,0.62,1.02
2025-03-27 16:51:53.795,0.87,-1.32,-1.18,1.65
2025-03-27 16:51:53.807,0.52,0.08,1.34,0.64
2025-03-27 16:51:53.812,0.7,-0.68,1.06,-1.56
2025-03-27 16:51:53.824,0.7,-0.41,-0.04,1.14
2025-03-27 16:51:53.840,0.7,-1.85,-1.09,-1.85
2025-03-27 16:51:53.845,1.05,-0.3,-0.31,0.84
2025-03-27 16:51:53.857,0.87,-0.88,0.91,-0.7
2025-03-27 16:51:53.862,0.87,-0.89,-1.78,-1.66
2025-03-27 16:51:53.874,1.05,0.4,1.47,0.9
2025-03-27 16:51:53.890,0.87,-0.27,-1.28,1.81
2025-03-27 16:51:53.895,0.87,1.52,0.69,-1.2
2025-03-27 16:51:53.907,0.87,-0.19,-1.53,0.26
2025-03-27 16:51:53.911,0.87,1.74,-0.55,-1.85
2025-03-27 16:51:53.924,0.52,-0.68,1.88,-0.71
2025-03-27 16:51:53.940,1.22,0.08,-0.82,0.86
2025-03-27 16:51:53.945,1.05,0.3,0.29,-1.9
2025-03-27 16:51:53.957,1.05,1.36,-1.17,-0.17
2025-03-27 16:51:53.962,1.05,1.49,0.44,-0.21
2025-03-27 16:51:53.974,0.7,1.34,0.23,0.26
2025-03-27 16:51:53.990,0.87,1.23,-0.97,0.92
2025-03-27 16:51:53.995,1.05,-1.22,1.08,-1.77
2025-03-27 16:51:54.007,0.87,1.95,0.47,-0.88
2025-03-27 16:51:54.012,0.87,-1.92,1.97,0.58
2025-03-27 16:51:54.024,0.7,0.71,-1.5,1.8
2025-03-27 16:51:54.041,0.87,-1.19,-1.92,0.92
2025-03-27 16:51:54.045,1.05,1.09,-1.24,1.82
2025-03-27 16:51:54.057,1.22,-0.43,-1.73,-1.85
2025-03-27 16:51:54.062,0.7,1.23,-1.34,-0.8
2025-03-27 16:51:54.074,0.87,-0.23,1.22,-0.98
2025-03-27 16:51:54.091,1.05,1.55,1.06,1.49
2025-03-27 16:51:54.095,0.87,0.66,0.37,0.44
2025-03-27 16:51:54.107,1.05,-0.33,0.52,-0.24
2025-03-27 16:51:54.111,1.22,-1.06,-1.9,0.81
2025-03-27 16:51:54.124,0.87,0.36,1.54,0.99
2025-03-27 16:51:54.140,0.87,-1.13,-0.84,-1.56
2025-03-27 16:51:54.145,1.22,-1.15,-0.94,-1.14
2025-03-27 16:51:54.157,0.52,-1.42,-1.59,1.52
2025-03-27 16:51:54.162,0.87,1.41,-1.74,-1.59
2025-03-27 16:51:54.174,1.05,1.69,0.6,-0.01
2025-03-27 16:51:54.190,0.87,0.91,0.12,1.38
2025-03-27 16:51:54.195,0.87,0.51,-0.9,-0.86
2025-03-27 16:51:54.207,1.05,-1.1,1.06,-1.61
2025-03-27 16:51:54.212,0.87,1.72,0.38,-0.86
2025-03-27 16:51:54.224,0.87,-0.7,-1.85,-0.47
2025-03-27 16:51:54.240,1.05,1.46,-0.96,1.7
2025-03-27 16:51:54.245,0.87,-1.95,1.67,-1.85
2025-03-27 16:51:54.257,0.7,-1.84,1.06,1.01
2025-03-27 16:51:54.262,1.05,0.52,-1.01,0.25
2025-03-27 16:51:54.274,0.87,-0.51,1.38,0.1
2025-03-27 16:51:54.290,0.87,1.01,1.75,1.21
2025-03-27 16:51:54.295,1.05,1.07,1.61,-1.97
2025-03-27 16:51:54.307,0.7,-0.69,-1.67,-1.94
2025-03-27 16:51:54.311,0.7,1.78,-0.57,-1.02
2025-03-27 16:51:54.324,1.22,0.5,1.7,1.54
2025-03-27 16:51:54.341,0.87,0.53,0.6,1.05
2025-03-27 16:51:54.345,0.7,1.44,-0.06,1.35
2025-03-27 16:51:54.358,1.22,0.82,-0.37,1.48
2025-03-27 16:51:54.362,0.87,0.76,0.06,-0.72
2025-03-27 16:51:54.374,0.87,0.96,1.51,0.96
2025-03-27 16:51:54.391,1.05,-0.6,-0.85,0.79
2025-03-27 16:51:54.395,0.7,-1.75,-1.68,0.33
2025-03-27 16:51:54.407,1.05,-0.96,0.63,1.88
2025-03-27 16:51:54.412,1.05,-0.13,-1.09,-0.58
2025-03-27 16:51:54.425,0.7,0.73,0.92,-1.08
2025-03-27 16:51:54.441,0.87,-1.02,1.57,-0.47
2025-03-27 16:51:54.445,1.05,1.78,1.16,0.23
2025-03-27 16:51:54.458,0.52,-1.79,1.92,1.15
2025-03-27 16:51:54.466,0.87,0.07,1.57,0.76
2025-03-27 16:51:54.475,1.05,0.54,-0.39,-1.32
2025-03-27 16:51:54.491,0.7,0.81,0.6,-0.48
