Timestamp,Q_w,Q_x,Q_y,Q_z
2025-03-27 16:53:11.062,0.7,1.34,1.63,0.77
2025-03-27 16:53:11.066,-0.98,0.95,-0.48,1.19
2025-03-27 16:53:11.070,-1.69,0.95,-0.48,-0.03
2025-03-27 16:53:11.075,1.61,-0.22,-0.48,1.98
2025-03-27 16:53:11.079,0.89,1.89,-1.19,-1.78
2025-03-27 16:53:11.083,0.19,-0.7,-0.48,0.86
2025-03-27 16:53:11.091,0.19,-0.7,-0.48,1.52
2025-03-27 16:53:11.106,-1.69,0.0,-0.48,1.56
2025-03-27 16:53:11.122,0.19,0.0,-1.89,0.17
2025-03-27 16:53:11.127,1.61,1.89,-0.48,-1.55
2025-03-27 16:53:11.139,0.19,0.0,-0.48,1.41
2025-03-27 16:53:11.143,0.19,0.72,-1.19,-0.08
2025-03-27 16:53:11.155,0.19,-0.7,0.92,-1.91
2025-03-27 16:53:11.172,0.19,0.72,0.22,-1.22
2025-03-27 16:53:11.177,0.19,0.0,-1.89,-0.7
2025-03-27 16:53:11.189,0.89,0.0,-0.48,-1.17
2025-03-27 16:53:11.194,0.19,0.0,-0.48,-0.36
2025-03-27 16:53:11.206,-0.52,0.0,-1.19,-1.77
2025-03-27 16:53:11.222,-1.22,0.72,0.22,-1.3
2025-03-27 16:53:11.227,-1.22,1.42,-0.48,-1.56
2025-03-27 16:53:11.239,1.37,1.42,-0.48,-1.83
2025-03-27 16:53:11.243,0.67,-1.88,0.22,-0.95
2025-03-27 16:53:11.256,-1.92,-1.17,-0.48,1.19
2025-03-27 16:53:11.273,-1.92,-1.17,0.22,0.84
2025-03-27 16:53:11.277,-1.92,0.23,0.92,-0.33
2025-03-27 16:53:11.289,-1.92,0.94,-0.48,-1.25
2025-03-27 16:53:11.294,1.37,0.23,-1.19,-0.58
2025-03-27 16:53:11.306,1.37,1.64,0.22,0.69
2025-03-27 16:53:11.323,1.37,1.64,-1.19,-1.95
2025-03-27 16:53:11.327,-0.03,-1.17,1.41,-1.66
2025-03-27 16:53:11.339,1.37,0.47,0.22,-0.12
2025-03-27 16:53:11.343,1.37,0.47,-1.19,-1.95
2025-03-27 16:53:11.356,1.37,-1.42,-1.19,-0.34
2025-03-27 16:53:11.372,0.67,-1.66,0.92,0.95
2025-03-27 16:53:11.376,1.37,-0.94,-0.48,-1.69
2025-03-27 16:53:11.389,-1.92,-1.66,-1.19,-0.78
2025-03-27 16:53:11.393,-1.92,0.94,0.22,-1.64
2025-03-27 16:53:11.405,-1.22,0.23,-0.48,-1.52
2025-03-27 16:53:11.422,-1.92,-1.17,-0.48,-0.45
2025-03-27 16:53:11.426,-0.52,0.72,0.22,-1.08
2025-03-27 16:53:11.439,-1.92,0.72,0.22,-1.84
2025-03-27 16:53:11.443,-1.22,1.42,-1.19,0.63
2025-03-27 16:53:11.455,-0.52,0.0,0.92,0.72
2025-03-27 16:53:11.472,-0.52,0.0,-0.48,0.02
2025-03-27 16:53:11.476,-0.52,1.42,-1.19,0.58
2025-03-27 16:53:11.489,-0.52,-1.88,0.92,-1.48
2025-03-27 16:53:11.493,-0.52,0.72,-0.48,-1.95
2025-03-27 16:53:11.506,-1.22,1.42,0.22,0.3
2025-03-27 16:53:11.522,-0.52,-1.88,0.92,-1.09
2025-03-27 16:53:11.526,-0.52,-1.88,-0.48,0.8
2025-03-27 16:53:11.539,-0.52,-1.88,-1.89,1.48
2025-03-27 16:53:11.543,-1.22,-1.17,0.22,-1.94
2025-03-27 16:53:11.556,-0.52,-1.88,-1.19,0.78
2025-03-27 16:53:11.572,-1.22,-1.88,-0.48,-1.47
2025-03-27 16:53:11.576,-1.22,1.42,-0.48,0.8
2025-03-27 16:53:11.589,-0.52,1.42,0.22,-1.58
2025-03-27 16:53:11.593,-1.22,-1.88,-1.19,0.95
2025-03-27 16:53:11.606,-1.22,0.72,0.22,-0.02
2025-03-27 16:53:11.622,-1.92,1.42,-1.19,0.53
2025-03-27 16:53:11.627,-1.22,-1.88,-1.19,-1.45
2025-03-27 16:53:11.639,0.19,-1.88,0.22,0.56
2025-03-27 16:53:11.643,0.19,1.42,-1.19,-1.92
2025-03-27 16:53:11.656,-1.22,-1.88,-0.48,1.77
2025-03-27 16:53:11.672,-1.22,-1.17,0.92,1.52
2025-03-27 16:53:11.676,-0.52,-1.88,-1.19,0.2
2025-03-27 16:53:11.689,-0.52,-1.88,-1.19,1.56
2025-03-27 16:53:11.694,-0.52,-1.88,0.92,-0.5
2025-03-27 16:53:11.706,-1.22,-1.88,-0.48,-1.03
2025-03-27 16:53:11.723,-1.22,-1.88,-1.19,-1.61
2025-03-27 16:53:11.727,-0.52,-1.88,0.92,-0.22
2025-03-27 16:53:11.739,-0.52,-1.88,-0.48,-1.72
2025-03-27 16:53:11.744,-1.22,-1.88,-0.48,1.06
2025-03-27 16:53:11.756,-1.22,-1.88,0.22,1.05
2025-03-27 16:53:11.773,-1.22,-1.88,-0.48,-0.64
2025-03-27 16:53:11.777,-1.22,-1.88,-0.48,1.61
2025-03-27 16:53:11.789,-1.22,-1.88,0.22,1.73
2025-03-27 16:53:11.794,-1.22,-1.17,-0.48,1.97
2025-03-27 16:53:11.806,0.19,-1.17,-0.48,0.8
2025-03-27 16:53:11.823,-0.52,1.42,0.22,1.72
2025-03-27 16:53:11.827,-0.52,-1.17,-1.19,1.33
2025-03-27 16:53:11.840,0.19,-1.88,-1.19,1.2
2025-03-27 16:53:11.844,-0.52,1.42,0.92,1.67
2025-03-27 16:53:11.856,-1.22,1.42,-0.48,1.3
2025-03-27 16:53:11.873,-0.52,1.42,-1.19,0.92
2025-03-27 16:53:11.877,0.19,0.0,-0.48,-1.58
2025-03-27 16:53:11.890,-1.22,0.72,-1.89,1.23
2025-03-27 16:53:11.895,-1.22,0.0,-1.19,-0.19
2025-03-27 16:53:11.907,-1.22,0.72,0.92,-0.31
2025-03-27 16:53:11.923,-0.52,0.72,-0.48,-0.95
2025-03-27 16:53:11.928,-0.52,0.72,-1.19,-0.36
