Timestamp,Q_w,Q_x,Q_y,Q_z
2025-03-27 16:53:20.943,-1.22,1.97,-0.82,1.97
2025-03-27 16:53:20.946,-1.92,0.17,-0.66,1.93
2025-03-27 16:53:20.954,-1.93,0.19,-0.64,1.96
2025-03-27 16:53:20.971,-1.93,0.21,-0.64,1.98
2025-03-27 16:53:20.974,-1.93,0.22,-0.64,-1.98
2025-03-27 16:53:20.988,-1.94,0.24,-0.64,-1.94
2025-03-27 16:53:20.991,-1.94,0.16,-0.64,-1.92
2025-03-27 16:53:21.005,-1.93,0.03,-0.66,-1.92
2025-03-27 16:53:21.021,-1.93,-0.04,-0.66,-1.93
2025-03-27 16:53:21.024,-1.93,-0.09,-0.67,-1.93
2025-03-27 16:53:21.038,-1.93,-0.1,-0.68,-1.93
2025-03-27 16:53:21.041,-1.92,-0.12,-0.68,-1.92
2025-03-27 16:53:21.054,-1.92,-0.14,-0.68,-1.92
2025-03-27 16:53:21.071,-1.92,-0.15,-0.69,-1.91
2025-03-27 16:53:21.074,-1.93,-0.17,-0.69,-1.91
2025-03-27 16:53:21.088,-1.93,-0.18,-0.7,-1.9
2025-03-27 16:53:21.091,-1.93,-0.18,-0.7,-1.89
2025-03-27 16:53:21.104,-1.93,-0.19,-0.7,-1.89
2025-03-27 16:53:21.122,-1.93,-0.2,-0.7,-1.88
2025-03-27 16:53:21.125,-1.93,-0.21,-0.7,-1.88
2025-03-27 16:53:21.138,-1.93,-0.23,-0.7,-1.87
2025-03-27 16:53:21.141,-1.93,-0.24,-0.7,-1.87
2025-03-27 16:53:21.155,-1.93,-0.26,-0.69,-1.86
2025-03-27 16:53:21.171,-1.93,-0.28,-0.7,-1.86
2025-03-27 16:53:21.174,-1.93,-0.29,-0.7,-1.85
2025-03-27 16:53:21.188,-1.93,-0.3,-0.7,-1.84
2025-03-27 16:53:21.191,-1.93,-0.32,-0.71,-1.84
2025-03-27 16:53:21.205,-1.93,-0.33,-0.72,-1.84
2025-03-27 16:53:21.221,-1.93,-0.35,-0.71,-1.83
2025-03-27 16:53:21.225,-1.93,-0.35,-0.72,-1.83
2025-03-27 16:53:21.239,-1.93,-0.35,-0.73,-1.83
2025-03-27 16:53:21.242,-1.93,-0.35,-0.74,-1.82
2025-03-27 16:53:21.255,-1.93,-0.35,-0.74,-1.82
2025-03-27 16:53:21.272,-1.93,-0.36,-0.74,-1.81
2025-03-27 16:53:21.275,-1.93,-0.36,-0.74,-1.8
2025-03-27 16:53:21.289,-1.93,-0.36,-0.74,-1.79
2025-03-27 16:53:21.292,-1.93,-0.36,-0.74,-1.79
2025-03-27 16:53:21.305,-1.93,-0.37,-0.74,-1.78
2025-03-27 16:53:21.321,-1.93,-0.37,-0.74,-1.77
2025-03-27 16:53:21.324,-1.93,-0.38,-0.75,-1.77
2025-03-27 16:53:21.337,-1.93,-0.38,-0.75,-1.76
2025-03-27 16:53:21.340,-1.93,-0.37,-0.75,-1.75
2025-03-27 16:53:21.354,-1.94,-0.37,-0.75,-1.74
2025-03-27 16:53:21.372,-1.94,-0.37,-0.75,-1.74
2025-03-27 16:53:21.375,-1.94,-0.37,-0.74,-1.73
2025-03-27 16:53:21.388,-1.94,-0.37,-0.74,-1.73
2025-03-27 16:53:21.391,-1.94,-0.37,-0.74,-1.72
2025-03-27 16:53:21.404,-1.94,-0.37,-0.73,-1.71
2025-03-27 16:53:21.421,-1.94,-0.37,-0.74,-1.7
