Timestamp,Q_w,Q_x,Q_y,Q_z
2025-03-27 17:58:19.359,0.99,0.05,0.16,-0.04
2025-03-27 17:58:19.363,0.98,0.05,0.16,-0.05
2025-03-27 17:58:19.368,0.98,0.05,0.17,-0.05
2025-03-27 17:58:19.373,0.98,0.05,0.17,-0.06
2025-03-27 17:58:19.378,0.98,0.06,0.18,-0.06
2025-03-27 17:58:19.382,0.98,0.06,0.19,-0.07
2025-03-27 17:58:19.387,0.98,0.06,0.2,-0.07
2025-03-27 17:58:19.392,0.97,0.06,0.2,-0.08
2025-03-27 17:58:19.396,0.97,0.07,0.21,-0.08
2025-03-27 17:58:19.400,0.97,0.07,0.21,-0.09
2025-03-27 17:58:19.405,0.97,0.08,0.22,-0.09
2025-03-27 17:58:19.414,0.97,0.07,0.22,-0.1
2025-03-27 17:58:19.436,0.97,0.06,0.22,-0.1
2025-03-27 17:58:19.440,0.97,0.05,0.22,-0.11
2025-03-27 17:58:19.445,0.97,0.05,0.22,-0.11
2025-03-27 17:58:19.469,0.97,0.04,0.22,-0.11
2025-03-27 17:58:19.474,0.97,0.03,0.22,-0.12
2025-03-27 17:58:19.478,0.97,0.03,0.22,-0.12
2025-03-27 17:58:19.486,0.97,0.02,0.21,-0.13
2025-03-27 17:58:19.502,0.97,0.02,0.21,-0.13
2025-03-27 17:58:19.507,0.97,0.01,0.21,-0.14
2025-03-27 17:58:19.519,0.97,0.01,0.2,-0.14
2025-03-27 17:58:19.524,0.97,0.01,0.2,-0.15
2025-03-27 17:58:19.536,0.97,0.0,0.2,-0.16
2025-03-27 17:58:19.553,0.97,-0.0,0.2,-0.16
2025-03-27 17:58:19.557,0.97,-0.0,0.2,-0.17
2025-03-27 17:58:19.569,0.96,-0.0,0.19,-0.18
2025-03-27 17:58:19.574,0.96,-0.0,0.19,-0.19
2025-03-27 17:58:19.586,0.97,-0.0,0.18,-0.19
2025-03-27 17:58:19.602,0.97,0.0,0.16,-0.2
2025-03-27 17:58:19.607,0.97,0.0,0.16,-0.21
2025-03-27 17:58:19.620,0.96,0.01,0.15,-0.22
2025-03-27 17:58:19.625,0.96,0.01,0.14,-0.23
2025-03-27 17:58:19.636,0.96,0.01,0.14,-0.23
2025-03-27 17:58:19.653,0.96,0.01,0.14,-0.24
2025-03-27 17:58:19.657,0.96,0.01,0.13,-0.25
2025-03-27 17:58:19.670,0.96,0.0,0.13,-0.25
2025-03-27 17:58:19.676,0.96,0.0,0.12,-0.26
2025-03-27 17:58:19.687,0.96,0.0,0.12,-0.26
2025-03-27 17:58:19.704,0.96,0.0,0.11,-0.27
2025-03-27 17:58:19.710,0.96,0.0,0.11,-0.27
2025-03-27 17:58:19.716,0.96,0.0,0.11,-0.27
2025-03-27 17:58:19.738,0.95,0.01,0.11,-0.28
2025-03-27 17:58:19.744,0.95,0.01,0.11,-0.28
2025-03-27 17:58:19.750,0.95,0.01,0.1,-0.28
2025-03-27 17:58:19.756,0.95,0.01,0.1,-0.28
2025-03-27 17:58:19.771,0.95,0.01,0.1,-0.29
2025-03-27 17:58:19.776,0.95,0.01,0.09,-0.29
2025-03-27 17:58:19.786,0.95,0.01,0.09,-0.29
2025-03-27 17:58:19.803,0.95,0.01,0.09,-0.3
2025-03-27 17:58:19.807,0.95,0.01,0.08,-0.3
2025-03-27 17:58:19.819,0.95,0.01,0.08,-0.3
2025-03-27 17:58:19.825,0.95,0.02,0.07,-0.3
2025-03-27 17:58:19.838,0.95,0.02,0.07,-0.3
2025-03-27 17:58:19.854,0.95,0.02,0.06,-0.3
2025-03-27 17:58:19.860,0.95,0.01,0.06,-0.31
2025-03-27 17:58:19.866,0.95,0.01,0.05,-0.31
2025-03-27 17:58:19.887,0.95,0.01,0.05,-0.31
2025-03-27 17:58:19.894,0.95,0.0,0.04,-0.31
2025-03-27 17:58:19.900,0.95,0.0,0.03,-0.31
2025-03-27 17:58:19.906,0.95,-0.0,0.02,-0.31
2025-03-27 17:58:19.916,0.95,-0.0,0.01,-0.31
2025-03-27 17:58:19.937,0.95,-0.01,-0.0,-0.31
2025-03-27 17:58:19.942,0.95,-0.01,-0.02,-0.31
2025-03-27 17:58:19.946,0.95,-0.02,-0.04,-0.31
2025-03-27 17:58:19.969,0.95,-0.02,-0.06,-0.3
2025-03-27 17:58:19.973,0.95,-0.03,-0.08,-0.3
2025-03-27 17:58:19.977,0.95,-0.04,-0.11,-0.3
2025-03-27 17:58:19.985,0.95,-0.04,-0.13,-0.3
2025-03-27 17:58:20.002,0.94,-0.04,-0.15,-0.29
2025-03-27 17:58:20.006,0.94,-0.05,-0.17,-0.29
2025-03-27 17:58:20.018,0.94,-0.05,-0.19,-0.28
2025-03-27 17:58:20.024,0.94,-0.05,-0.21,-0.28
2025-03-27 17:58:20.035,0.93,-0.05,-0.22,-0.27
2025-03-27 17:58:20.053,0.93,-0.06,-0.23,-0.27
2025-03-27 17:58:20.058,0.93,-0.06,-0.25,-0.27
2025-03-27 17:58:20.068,0.93,-0.07,-0.26,-0.26
2025-03-27 17:58:20.074,0.92,-0.08,-0.28,-0.26
2025-03-27 17:58:20.085,0.92,-0.09,-0.29,-0.26
2025-03-27 17:58:20.102,0.91,-0.1,-0.31,-0.26
2025-03-27 17:58:20.106,0.91,-0.1,-0.32,-0.26
2025-03-27 17:58:20.118,0.9,-0.11,-0.33,-0.26
2025-03-27 17:58:20.124,0.89,-0.12,-0.34,-0.26
2025-03-27 17:58:20.135,0.89,-0.12,-0.35,-0.26
2025-03-27 17:58:20.152,0.89,-0.13,-0.36,-0.26
2025-03-27 17:58:20.156,0.88,-0.14,-0.37,-0.26
2025-03-27 17:58:20.168,0.88,-0.14,-0.39,-0.25
2025-03-27 17:58:20.174,0.87,-0.15,-0.4,-0.25
2025-03-27 17:58:20.185,0.86,-0.16,-0.41,-0.25
2025-03-27 17:58:20.202,0.86,-0.16,-0.42,-0.25
2025-03-27 17:58:20.206,0.85,-0.16,-0.43,-0.25
2025-03-27 17:58:20.218,0.85,-0.17,-0.44,-0.25
2025-03-27 17:58:20.224,0.84,-0.17,-0.44,-0.25
2025-03-27 17:58:20.235,0.84,-0.17,-0.45,-0.25
2025-03-27 17:58:20.252,0.83,-0.17,-0.46,-0.25
2025-03-27 17:58:20.256,0.83,-0.17,-0.47,-0.25
2025-03-27 17:58:20.268,0.83,-0.17,-0.47,-0.25
2025-03-27 17:58:20.274,0.83,-0.17,-0.47,-0.25
2025-03-27 17:58:20.285,0.83,-0.17,-0.47,-0.25
2025-03-27 17:58:20.302,0.82,-0.17,-0.48,-0.25
2025-03-27 17:58:20.306,0.82,-0.17,-0.48,-0.25
2025-03-27 17:58:20.318,0.82,-0.17,-0.49,-0.25
2025-03-27 17:58:20.324,0.81,-0.18,-0.49,-0.26
2025-03-27 17:58:20.335,0.81,-0.18,-0.49,-0.26
2025-03-27 17:58:20.352,0.81,-0.18,-0.5,-0.26
2025-03-27 17:58:20.356,0.8,-0.19,-0.5,-0.26
2025-03-27 17:58:20.368,0.8,-0.19,-0.5,-0.27
2025-03-27 17:58:20.374,0.8,-0.2,-0.5,-0.27
2025-03-27 17:58:20.385,0.79,-0.2,-0.51,-0.27
2025-03-27 17:58:20.402,0.79,-0.21,-0.51,-0.28
2025-03-27 17:58:20.407,0.78,-0.21,-0.51,-0.28
2025-03-27 17:58:20.419,0.77,-0.22,-0.52,-0.29
2025-03-27 17:58:20.425,0.77,-0.22,-0.52,-0.29
2025-03-27 17:58:20.437,0.77,-0.23,-0.52,-0.3
2025-03-27 17:58:20.452,0.76,-0.23,-0.52,-0.3
2025-03-27 17:58:20.456,0.76,-0.24,-0.52,-0.3
2025-03-27 17:58:20.469,0.76,-0.24,-0.52,-0.31
2025-03-27 17:58:20.475,0.76,-0.25,-0.52,-0.31
2025-03-27 17:58:20.485,0.75,-0.25,-0.52,-0.31
2025-03-27 17:58:20.502,0.75,-0.26,-0.52,-0.32
2025-03-27 17:58:20.506,0.75,-0.26,-0.52,-0.32
2025-03-27 17:58:20.519,0.75,-0.26,-0.52,-0.32
2025-03-27 17:58:20.525,0.75,-0.26,-0.52,-0.33
2025-03-27 17:58:20.535,0.75,-0.26,-0.51,-0.33
2025-03-27 17:58:20.552,0.75,-0.26,-0.51,-0.33
2025-03-27 17:58:20.556,0.75,-0.26,-0.51,-0.34
2025-03-27 17:58:20.569,0.75,-0.26,-0.5,-0.34
2025-03-27 17:58:20.585,0.75,-0.26,-0.5,-0.35
2025-03-27 17:58:20.602,0.75,-0.27,-0.5,-0.35
2025-03-27 17:58:20.606,0.74,-0.27,-0.5,-0.36
2025-03-27 17:58:20.619,0.74,-0.27,-0.5,-0.36
2025-03-27 17:58:20.625,0.74,-0.27,-0.5,-0.36
2025-03-27 17:58:20.635,0.74,-0.27,-0.5,-0.36
2025-03-27 17:58:20.652,0.74,-0.27,-0.5,-0.37
2025-03-27 17:58:20.656,0.74,-0.26,-0.5,-0.37
2025-03-27 17:58:20.669,0.74,-0.25,-0.5,-0.37
2025-03-27 17:58:20.685,0.74,-0.25,-0.5,-0.37
2025-03-27 17:58:20.690,0.75,-0.24,-0.5,-0.37
2025-03-27 17:58:20.695,0.75,-0.24,-0.5,-0.37
2025-03-27 17:58:20.719,0.75,-0.23,-0.5,-0.37
2025-03-27 17:58:20.723,0.75,-0.23,-0.5,-0.38
2025-03-27 17:58:20.727,0.75,-0.22,-0.5,-0.38
2025-03-27 17:58:20.735,0.75,-0.22,-0.5,-0.38
2025-03-27 17:58:20.752,0.75,-0.21,-0.5,-0.38
2025-03-27 17:58:20.756,0.75,-0.2,-0.5,-0.38
2025-03-27 17:58:20.769,0.75,-0.2,-0.5,-0.38
2025-03-27 17:58:20.785,0.76,-0.2,-0.49,-0.39
2025-03-27 17:58:20.790,0.76,-0.19,-0.49,-0.39
2025-03-27 17:58:20.795,0.76,-0.19,-0.48,-0.39
2025-03-27 17:58:20.819,0.77,-0.18,-0.47,-0.39
2025-03-27 17:58:20.823,0.77,-0.18,-0.47,-0.39
2025-03-27 17:58:20.827,0.77,-0.17,-0.47,-0.39
2025-03-27 17:58:20.835,0.78,-0.16,-0.46,-0.4
2025-03-27 17:58:20.852,0.78,-0.16,-0.46,-0.4
2025-03-27 17:58:20.856,0.78,-0.15,-0.45,-0.4
2025-03-27 17:58:20.869,0.79,-0.15,-0.44,-0.41
2025-03-27 17:58:20.885,0.79,-0.14,-0.43,-0.41
2025-03-27 17:58:20.890,0.8,-0.14,-0.42,-0.42
