Timestamp,Q_w,Q_x,Q_y,Q_z
2025-03-27 16:53:36.196,0.7,1.1,-2.0,1.26
2025-03-27 16:53:36.199,0.87,1.79,0.49,-1.36
2025-03-27 16:53:36.202,0.7,0.08,-0.79,0.13
2025-03-27 16:53:36.206,0.0,0.06,1.94,0.43
2025-03-27 16:53:36.209,-0.35,-0.62,1.19,-1.56
2025-03-27 16:53:36.212,0.7,0.77,-1.72,-1.8
2025-03-27 16:53:36.215,0.7,0.73,1.6,-1.15
2025-03-27 16:53:36.218,0.52,1.19,-0.06,1.04
2025-03-27 16:53:36.222,1.22,0.79,-0.29,-0.62
2025-03-27 16:53:36.225,0.87,-1.38,1.82,0.28
2025-03-27 16:53:36.238,1.05,1.85,-0.78,0.53
2025-03-27 16:53:36.254,1.22,-0.27,-1.06,-0.34
2025-03-27 16:53:36.257,0.87,0.38,1.59,1.79
2025-03-27 16:53:36.270,0.7,-0.22,-1.45,-0.33
2025-03-27 16:53:36.274,1.22,1.32,-1.56,-1.05
2025-03-27 16:53:36.288,0.87,-0.01,-0.83,0.36
2025-03-27 16:53:36.305,0.87,1.95,1.84,0.92
2025-03-27 16:53:36.308,1.05,0.37,0.95,1.23
2025-03-27 16:53:36.322,0.87,-1.6,-1.18,-1.14
2025-03-27 16:53:36.325,1.05,0.53,-0.29,-1.42
2025-03-27 16:53:36.338,1.22,0.14,0.45,-1.04
2025-03-27 16:53:36.355,0.52,-1.29,-0.66,-0.78
2025-03-27 16:53:36.358,0.17,-0.13,1.88,0.0
2025-03-27 16:53:36.371,-0.17,1.45,-1.97,1.72
2025-03-27 16:53:36.374,-0.52,0.74,-0.23,1.83
2025-03-27 16:53:36.387,1.9,1.7,1.22,-1.59
2025-03-27 16:53:36.404,0.86,1.66,-1.79,0.14
2025-03-27 16:53:36.407,-1.05,0.35,-0.26,-1.68
2025-03-27 16:53:36.421,1.56,-1.23,-0.31,1.53
2025-03-27 16:53:36.424,-1.27,-1.61,-0.8,1.31
2025-03-27 16:53:36.437,-0.66,-1.68,-1.38,-1.31
2025-03-27 16:53:36.454,-0.91,-0.47,-0.53,-1.78
2025-03-27 16:53:36.458,0.0,1.27,-1.12,-1.3
2025-03-27 16:53:36.471,0.35,1.25,0.65,0.11
2025-03-27 16:53:36.474,0.52,0.58,0.56,0.32
2025-03-27 16:53:36.488,1.05,-0.31,-0.97,-1.65
2025-03-27 16:53:36.504,0.7,-0.31,0.68,0.91
2025-03-27 16:53:36.507,0.7,0.26,-0.24,0.02
2025-03-27 16:53:36.521,1.05,0.1,-1.48,-1.13
2025-03-27 16:53:36.524,0.87,1.05,-0.92,0.8
2025-03-27 16:53:36.537,0.87,0.94,-0.35,-1.13
2025-03-27 16:53:36.554,1.22,1.91,-0.41,0.48
2025-03-27 16:53:36.557,0.52,-0.23,-0.79,0.51
2025-03-27 16:53:36.571,0.87,-1.07,-1.15,-1.18
2025-03-27 16:53:36.574,1.05,0.19,-1.09,0.36
2025-03-27 16:53:36.587,0.87,-1.41,-0.97,1.33
2025-03-27 16:53:36.604,0.87,0.92,0.52,0.98
2025-03-27 16:53:36.607,1.05,1.01,1.61,-1.91
2025-03-27 16:53:36.621,0.52,1.72,-0.37,-0.83
2025-03-27 16:53:36.624,0.7,1.67,0.46,-1.01
2025-03-27 16:53:36.637,0.87,0.65,0.99,1.95
2025-03-27 16:53:36.654,0.7,-1.72,-1.89,-1.83
2025-03-27 16:53:36.657,0.7,1.18,0.9,1.92
2025-03-27 16:53:36.671,1.05,1.52,1.39,0.84
2025-03-27 16:53:36.674,0.52,-0.44,-1.18,-0.04
2025-03-27 16:53:36.687,1.05,0.98,0.19,1.44
2025-03-27 16:53:36.704,1.05,-0.59,-1.42,0.73
2025-03-27 16:53:36.707,0.87,-1.73,-1.94,0.79
2025-03-27 16:53:36.721,1.05,1.42,-0.7,0.67
2025-03-27 16:53:36.724,0.87,-0.1,-0.75,1.8
2025-03-27 16:53:36.737,0.87,-1.05,1.4,-1.61
2025-03-27 16:53:36.755,0.87,0.04,0.46,-0.61
2025-03-27 16:53:36.758,1.05,1.1,0.58,0.29
2025-03-27 16:53:36.772,0.52,0.64,0.44,-1.75
2025-03-27 16:53:36.775,0.87,-1.0,0.32,-0.81
2025-03-27 16:53:36.787,0.87,1.47,-1.39,1.93
2025-03-27 16:53:36.805,0.52,-1.04,-1.02,-1.77
2025-03-27 16:53:36.808,1.05,1.04,-1.57,0.99
2025-03-27 16:53:36.821,0.87,-1.45,-0.09,0.32
2025-03-27 16:53:36.824,0.52,0.9,1.81,0.81
2025-03-27 16:53:36.838,1.05,-0.97,-0.88,-0.72
