Timestamp,Q_w,Q_x,Q_y,Q_z
2025-03-27 16:53:28.059,-1.27,1.42,1.58,-1.25
2025-03-27 16:53:28.062,-1.95,0.49,1.05,0.8
2025-03-27 16:53:28.071,-1.6,-0.11,-1.55,1.89
2025-03-27 16:53:28.088,-0.87,0.6,-1.04,1.37
2025-03-27 16:53:28.091,-1.37,0.22,-0.85,-1.34
2025-03-27 16:53:28.104,0.11,-0.76,0.39,-1.1
2025-03-27 16:53:28.107,-1.14,-0.32,-0.4,0.36
2025-03-27 16:53:28.121,-1.39,0.32,0.89,-0.19
2025-03-27 16:53:28.137,-1.77,1.48,0.69,-1.95
2025-03-27 16:53:28.140,-0.17,-1.6,0.66,-0.52
2025-03-27 16:53:28.154,0.48,1.43,1.11,-1.19
2025-03-27 16:53:28.157,-1.27,-1.46,1.83,-1.29
2025-03-27 16:53:28.171,0.61,-1.4,1.83,1.23
2025-03-27 16:53:28.187,0.71,1.1,-1.88,-0.77
2025-03-27 16:53:28.191,0.62,-0.85,-1.92,-1.02
2025-03-27 16:53:28.205,-0.31,0.73,-1.99,-0.89
2025-03-27 16:53:28.208,0.5,-1.98,0.32,0.51
2025-03-27 16:53:28.221,-0.21,0.2,0.38,-1.05
2025-03-27 16:53:28.238,-0.22,0.86,0.63,-1.92
2025-03-27 16:53:28.241,-1.18,1.67,1.09,1.01
2025-03-27 16:53:28.254,-1.69,0.07,-0.5,-0.76
2025-03-27 16:53:28.257,-0.51,-1.45,1.42,-1.72
2025-03-27 16:53:28.271,-1.8,1.82,-1.16,1.66
2025-03-27 16:53:28.288,1.12,0.54,-1.2,-0.54
2025-03-27 16:53:28.291,-1.07,0.77,-0.34,-1.09
2025-03-27 16:53:28.304,0.28,1.07,-1.73,-1.31
2025-03-27 16:53:28.307,1.51,0.16,1.76,0.86
2025-03-27 16:53:28.321,-1.69,-1.85,0.2,1.61
2025-03-27 16:53:28.338,0.36,0.51,1.63,-1.26
2025-03-27 16:53:28.341,-0.27,1.33,-0.51,1.48
2025-03-27 16:53:28.355,0.6,-0.25,-0.51,0.39
2025-03-27 16:53:28.358,-0.45,0.56,-1.11,-1.24
2025-03-27 16:53:28.371,-0.87,0.35,0.21,1.1
2025-03-27 16:53:28.388,0.72,-0.1,1.38,-1.87
2025-03-27 16:53:28.391,0.07,-1.15,-1.81,1.8
2025-03-27 16:53:28.405,-0.59,1.67,-0.81,-0.39
2025-03-27 16:53:28.408,1.02,-0.33,-0.69,-1.81
2025-03-27 16:53:28.421,0.47,1.71,0.34,1.29
2025-03-27 16:53:28.438,-1.17,-0.81,-0.97,1.83
