Timestamp,Q_w,Q_x,Q_y,Q_z
2025-03-27 16:53:05.346,0.52,1.38,-1.5,-0.67
2025-03-27 16:53:05.349,0.5,-1.21,-1.75,-1.85
2025-03-27 16:53:05.352,0.5,-1.21,1.69,-1.13
2025-03-27 16:53:05.355,0.5,-1.21,1.13,-1.73
2025-03-27 16:53:05.358,0.5,-1.21,0.59,1.51
2025-03-27 16:53:05.371,0.5,-1.21,0.18,0.52
2025-03-27 16:53:05.388,0.5,-1.21,-0.33,1.67
2025-03-27 16:53:05.391,0.5,-1.21,-0.88,0.04
2025-03-27 16:53:05.405,0.5,-1.21,-1.43,-1.58
2025-03-27 16:53:05.408,0.5,-1.21,-1.98,1.34
2025-03-27 16:53:05.421,0.5,-1.21,1.46,0.27
2025-03-27 16:53:05.437,0.5,-1.21,0.89,-0.51
2025-03-27 16:53:05.441,0.5,-1.21,0.32,1.87
2025-03-27 16:53:05.454,0.5,-1.21,-0.21,-1.15
2025-03-27 16:53:05.458,0.5,-1.21,-0.73,-1.47
2025-03-27 16:53:05.472,0.5,-1.21,-1.22,0.87
2025-03-27 16:53:05.477,0.5,-1.21,-1.7,-1.43
2025-03-27 16:53:05.489,0.5,-1.21,1.85,0.24
2025-03-27 16:53:05.506,0.5,-1.21,1.39,-1.71
2025-03-27 16:53:05.510,0.5,-1.21,0.92,0.44
2025-03-27 16:53:05.523,0.5,-1.21,0.49,1.72
2025-03-27 16:53:05.527,0.5,-1.21,0.0,-0.26
2025-03-27 16:53:05.539,0.5,-1.21,-0.47,1.74
2025-03-27 16:53:05.556,0.5,-1.21,-1.01,1.07
2025-03-27 16:53:05.560,0.5,-1.21,-1.59,0.81
2025-03-27 16:53:05.573,0.5,-1.21,1.81,0.72
2025-03-27 16:53:05.577,0.5,-1.21,1.24,-0.29
2025-03-27 16:53:05.590,0.5,-1.21,0.71,-1.65
2025-03-27 16:53:05.606,0.5,-1.21,0.12,1.4
2025-03-27 16:53:05.610,0.5,-1.21,-0.44,0.34
2025-03-27 16:53:05.623,0.5,-1.21,-1.0,-1.39
2025-03-27 16:53:05.627,0.5,-1.21,-1.58,1.16
2025-03-27 16:53:05.640,0.5,-1.21,1.84,-0.17
2025-03-27 16:53:05.656,0.5,-1.21,1.25,-1.13
2025-03-27 16:53:05.660,0.5,-1.21,0.64,1.63
2025-03-27 16:53:05.672,0.5,-1.21,0.03,0.18
2025-03-27 16:53:05.676,0.5,-1.21,-0.61,-1.06
2025-03-27 16:53:05.689,0.5,-1.21,-1.25,1.73
2025-03-27 16:53:05.706,0.5,-1.21,-1.89,0.69
2025-03-27 16:53:05.710,0.5,-1.21,1.53,-1.32
2025-03-27 16:53:05.723,0.5,-1.21,0.94,0.89
2025-03-27 16:53:05.739,0.5,-1.21,0.35,-0.7
2025-03-27 16:53:05.743,0.5,-1.21,-0.23,0.86
2025-03-27 16:53:05.748,0.5,-1.21,-0.82,-1.51
2025-03-27 16:53:05.772,0.5,-1.21,-1.42,0.21
2025-03-27 16:53:05.777,0.5,-1.21,1.97,-1.66
2025-03-27 16:53:05.781,0.5,-1.21,1.38,-0.42
2025-03-27 16:53:05.789,0.5,-1.21,0.79,1.06
2025-03-27 16:53:05.806,0.5,-1.21,0.18,-1.37
2025-03-27 16:53:05.811,0.5,-1.21,-0.42,-0.53
2025-03-27 16:53:05.823,0.5,-1.21,-1.04,0.69
2025-03-27 16:53:05.827,0.5,-1.21,-1.67,-1.7
2025-03-27 16:53:05.839,0.5,-1.21,1.72,-0.29
2025-03-27 16:53:05.856,0.5,-1.21,1.1,1.0
2025-03-27 16:53:05.860,0.5,-1.21,0.51,1.57
2025-03-27 16:53:05.873,0.5,-1.21,-0.09,-1.63
2025-03-27 16:53:05.877,0.5,-1.21,-0.68,-0.61
2025-03-27 16:53:05.889,0.5,-1.21,-1.26,0.6
2025-03-27 16:53:05.906,0.5,-1.21,-1.85,1.65
2025-03-27 16:53:05.910,0.5,-1.21,1.53,-0.98
2025-03-27 16:53:05.923,0.5,-1.21,0.93,0.14
2025-03-27 16:53:05.939,0.5,-1.21,0.36,0.24
2025-03-27 16:53:05.943,0.5,-1.21,-0.21,0.63
2025-03-27 16:53:05.947,0.5,-1.21,-0.8,1.02
2025-03-27 16:53:05.972,0.5,-1.21,-1.41,1.63
2025-03-27 16:53:05.977,0.5,-1.21,1.98,-1.89
2025-03-27 16:53:05.981,0.5,-1.21,1.35,-1.33
2025-03-27 16:53:05.989,0.5,-1.21,0.77,-1.43
2025-03-27 16:53:06.006,0.5,-1.21,0.17,-1.81
2025-03-27 16:53:06.010,0.5,-1.21,-0.4,-1.99
2025-03-27 16:53:06.023,0.5,-1.21,-1.0,-1.76
2025-03-27 16:53:06.039,0.5,-1.21,-1.59,-1.32
2025-03-27 16:53:06.043,0.5,-1.21,1.84,-1.36
2025-03-27 16:53:06.047,0.5,-1.21,1.26,-1.16
2025-03-27 16:53:06.072,0.5,-1.21,0.66,-0.83
2025-03-27 16:53:06.076,0.5,-1.21,0.04,-0.92
2025-03-27 16:53:06.080,0.5,-1.21,-0.55,-1.65
2025-03-27 16:53:06.089,0.5,-1.21,-1.16,-1.31
2025-03-27 16:53:06.106,0.5,-1.21,-1.76,-1.18
2025-03-27 16:53:06.110,0.5,-1.21,1.66,-1.97
2025-03-27 16:53:06.123,0.5,-1.21,1.09,1.23
2025-03-27 16:53:06.127,0.5,-1.21,0.5,1.0
2025-03-27 16:53:06.139,0.5,-1.21,-0.07,1.01
2025-03-27 16:53:06.156,0.5,-1.21,-0.62,0.5
2025-03-27 16:53:06.160,0.5,-1.21,-1.19,-0.05
2025-03-27 16:53:06.173,0.5,-1.21,-1.76,-0.67
2025-03-27 16:53:06.189,0.5,-1.21,1.69,-1.32
2025-03-27 16:53:06.194,0.5,-1.21,1.15,1.6
2025-03-27 16:53:06.198,0.5,-1.21,0.6,1.16
2025-03-27 16:53:06.223,0.5,-1.21,0.06,1.35
2025-03-27 16:53:06.227,0.5,-1.21,-0.49,-0.02
2025-03-27 16:53:06.231,0.5,-1.21,-1.06,-0.66
2025-03-27 16:53:06.239,0.5,-1.21,-1.62,-1.61
2025-03-27 16:53:06.256,0.5,-1.21,1.83,1.62
2025-03-27 16:53:06.260,0.5,-1.21,1.3,0.03
2025-03-27 16:53:06.273,0.5,-1.21,0.77,-1.49
2025-03-27 16:53:06.289,0.5,-1.21,0.23,1.39
2025-03-27 16:53:06.293,0.5,-1.21,-0.29,0.17
2025-03-27 16:53:06.297,0.5,-1.21,-0.85,-0.75
2025-03-27 16:53:06.323,0.5,-1.21,-1.32,-1.96
2025-03-27 16:53:06.327,0.5,-1.21,-1.83,1.04
2025-03-27 16:53:06.331,0.5,-1.21,1.66,0.44
2025-03-27 16:53:06.339,0.5,-1.21,1.15,-0.43
2025-03-27 16:53:06.356,0.5,-1.21,0.61,-1.54
2025-03-27 16:53:06.360,0.5,-1.21,0.1,1.06
2025-03-27 16:53:06.373,0.5,-1.21,-0.42,-0.21
2025-03-27 16:53:06.389,0.5,-1.21,-0.94,-1.5
2025-03-27 16:53:06.394,0.5,-1.21,-1.45,0.89
2025-03-27 16:53:06.398,0.5,-1.21,-1.96,-0.65
2025-03-27 16:53:06.423,0.5,-1.21,1.59,1.07
2025-03-27 16:53:06.427,0.5,-1.21,1.19,-1.33
2025-03-27 16:53:06.431,0.5,-1.21,0.86,-0.63
2025-03-27 16:53:06.440,0.5,-1.21,0.35,0.75
2025-03-27 16:53:06.457,0.5,-1.21,-1.44,0.35
2025-03-27 16:53:06.461,0.5,-1.21,-0.05,-0.2
