Timestamp,Q_w,Q_x,Q_y,Q_z
2025-03-27 16:53:34.943,0.7,1.63,-1.94,-0.33
2025-03-27 16:53:34.946,0.17,-1.82,0.28,-0.08
2025-03-27 16:53:34.950,0.17,0.62,-1.26,0.51
2025-03-27 16:53:34.971,0.35,1.19,-1.58,1.93
2025-03-27 16:53:34.975,0.52,0.55,1.61,-0.3
2025-03-27 16:53:34.978,1.05,-1.81,0.77,0.27
2025-03-27 16:53:34.988,1.05,1.53,0.97,0.04
2025-03-27 16:53:35.005,0.7,-1.4,-0.92,1.83
2025-03-27 16:53:35.009,1.22,-1.51,-1.9,0.04
2025-03-27 16:53:35.012,1.22,0.52,-0.74,1.58
2025-03-27 16:53:35.038,0.7,1.06,1.18,-0.07
2025-03-27 16:53:35.042,0.7,-1.44,0.13,-0.21
2025-03-27 16:53:35.045,0.7,-0.48,1.32,1.81
2025-03-27 16:53:35.054,0.52,0.95,0.4,-0.22
2025-03-27 16:53:35.071,1.05,0.62,-1.01,0.01
2025-03-27 16:53:35.075,1.05,-1.75,1.79,1.06
2025-03-27 16:53:35.088,1.05,0.51,0.41,0.05
2025-03-27 16:53:35.104,1.4,-0.44,-1.82,-1.53
2025-03-27 16:53:35.108,1.22,1.72,-1.83,1.72
2025-03-27 16:53:35.121,0.87,-0.46,0.86,-1.02
2025-03-27 16:53:35.124,1.05,-1.81,-0.76,1.05
2025-03-27 16:53:35.138,1.22,0.46,0.59,-1.03
2025-03-27 16:53:35.141,1.05,-1.62,-1.35,-1.81
2025-03-27 16:53:35.154,1.05,-0.54,-1.4,-0.75
2025-03-27 16:53:35.171,0.87,1.41,-1.68,-1.45
2025-03-27 16:53:35.174,1.05,1.94,1.63,0.32
2025-03-27 16:53:35.188,-1.9,0.76,-0.23,0.96
2025-03-27 16:53:35.204,1.4,-0.75,0.16,0.32
2025-03-27 16:53:35.208,0.87,-0.88,-1.01,1.32
2025-03-27 16:53:35.221,1.22,1.15,1.22,-0.57
2025-03-27 16:53:35.224,0.87,-0.79,0.66,1.97
2025-03-27 16:53:35.238,0.52,0.81,0.48,-0.26
2025-03-27 16:53:35.254,0.87,-0.47,-0.95,-0.27
2025-03-27 16:53:35.257,0.52,0.64,1.02,0.3
2025-03-27 16:53:35.271,0.17,-0.76,1.89,-1.33
2025-03-27 16:53:35.274,0.52,-1.78,1.88,0.56
2025-03-27 16:53:35.288,0.7,-0.98,-0.17,-1.79
2025-03-27 16:53:35.304,0.35,-1.7,0.04,-0.33
2025-03-27 16:53:35.307,0.52,-1.98,1.01,1.23
2025-03-27 16:53:35.321,0.0,1.41,1.65,-0.32
2025-03-27 16:53:35.324,-0.7,1.36,-0.02,-0.73
2025-03-27 16:53:35.338,-0.87,-1.7,-0.67,1.83
2025-03-27 16:53:35.354,-0.7,-1.16,0.81,0.37
2025-03-27 16:53:35.358,-0.52,1.92,-0.39,1.09
2025-03-27 16:53:35.371,0.0,-1.37,-1.67,-0.1
2025-03-27 16:53:35.374,-0.7,-0.52,-1.39,0.82
2025-03-27 16:53:35.388,-0.7,0.19,1.68,0.28
2025-03-27 16:53:35.404,-0.7,-0.19,-1.37,0.94
2025-03-27 16:53:35.408,-1.4,0.6,-1.33,0.45
2025-03-27 16:53:35.422,-1.92,0.52,-0.48,0.17
2025-03-27 16:53:35.425,-1.22,1.93,-1.67,-0.12
2025-03-27 16:53:35.438,-1.57,-1.51,1.98,-1.22
2025-03-27 16:53:35.454,1.9,1.91,0.8,-1.96
2025-03-27 16:53:35.457,-1.05,-1.13,0.55,-1.93
2025-03-27 16:53:35.471,-0.35,-1.75,-0.76,-0.2
2025-03-27 16:53:35.474,0.35,-1.12,0.92,-0.96
2025-03-27 16:53:35.487,0.7,-1.47,1.65,-0.05
2025-03-27 16:53:35.504,0.52,-1.98,-1.07,-0.6
2025-03-27 16:53:35.507,0.52,1.82,-1.1,0.7
2025-03-27 16:53:35.521,1.05,0.68,1.15,1.41
2025-03-27 16:53:35.524,0.52,-0.89,-0.95,1.12
2025-03-27 16:53:35.538,0.35,-0.24,-1.52,-1.05
2025-03-27 16:53:35.554,0.35,-1.81,1.33,-0.04
2025-03-27 16:53:35.557,-0.52,1.6,-0.81,-0.52
2025-03-27 16:53:35.571,-0.17,1.91,-0.85,-0.53
